src,dst,edge_type,rule_id,confidence,evidence
IfcBeam_3jZHeNcfvDMf9wG$wx9XqG,IfcMember_20AsUDMgH0JwAitydKgsOm,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_20bTaetQDApP5w8egFxj13,IfcMember_3qFc3Wrr9BBPJyb2wB$4Ra,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_20bTaetQDApP5w8egFxj13,IfcMember_31ry3UPYD7weLluBlhQxXZ,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_0eaC0nL3XAOfFxRXK_2iAr,IfcMember_1ulHlNTuj798Os3k9phhVC,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_20bTaetQDApP5w8egFxj13,IfcMember_0OKCG9uG53i9K16_x3YNfz,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_3jZHeNcfvDMf9wG$wx9XqG,IfcMember_2SfSpj_pX9nvTeCOxeKqTd,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_0eaC0nL3XAOfFxRXK_2iAr,IfcMember_3EgsECVVb6zQXnK3YFcWAu,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_20bTaetQDApP5w8egFxj13,IfcMember_1ulHlNTuj798Os3k9phhVC,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_20bTaetQDApP5w8egFxj13,IfcMember_1ulHlNTuj798Os3k9phhVC,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_3jZHeNcfvDMf9wG$wx9XqG,IfcMember_22oN_bO9T4jO5eG4GKW7be,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_20bTaetQDApP5w8egFxj13,IfcMember_3EgsECVVb6zQXnK3YFcWAu,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
IfcBeam_3jZHeNcfvDMf9wG$wx9XqG,IfcMember_2jBFZiQw110vV7XY77KKfx,requires_before,R3_BEAM_BEFORE_MEMBER,0.7,adjacent|has_type|in_storey
